run,n,side,neuron,energy,dom_dim,dom_k,e_dom,single,alpha_refl,r1
D59_MLP_seed1,59,y,26,647.7893660462295,2,8,0.99162274159201,True,0.9993197994926236,0.9999912280746619
D59_MLP_seed1,59,y,27,135.55941351978703,2,7,0.9369522853887664,True,0.9855941275943273,0.9999341607721709
D59_MLP_seed1,59,y,28,372.9804768163485,2,19,0.9962502742876154,True,0.9992314032404254,0.9999995153255409
D59_MLP_seed1,59,y,29,544.4517543892488,2,8,0.9933238489088856,True,0.9986696340262651,0.9999997830197561
D59_MLP_seed1,59,y,30,491.0583894342141,2,19,0.9936159131909525,True,0.9982562828516454,0.9999934010219158
D59_MLP_seed1,59,y,31,519.6377626608365,2,19,0.9945062879283458,True,0.99904681394098,0.9999961902466505
D59_MLP_seed1,59,y,32,511.1060268147107,2,15,0.990004849250155,True,0.995706562283722,0.9999982498004197
D59_MLP_seed1,59,y,33,135.53751722463508,2,7,0.9369524563850095,True,0.9855946925623885,0.999934166543121
D59_MLP_seed1,59,y,34,937.4858161073231,2,15,0.9869392069716939,True,0.9983602140362281,0.9999995481181856
D59_MLP_seed1,59,y,35,595.7630025835897,2,15,0.9914877411247162,True,0.9984552693456318,0.9999988457949831
D59_MLP_seed1,59,y,36,427.35515093740486,2,14,0.9755573686082787,True,0.9984116036280395,0.999999074890675
D59_MLP_seed1,59,y,37,148.91470015801752,2,7,0.9619983798116238,True,0.9927926154556956,0.9999681248021121
D59_MLP_seed1,59,y,38,414.44390250956815,2,20,0.9860936522654212,True,0.99921300739896,0.9999661935142439
D59_MLP_seed1,59,y,39,361.09874575410026,2,3,0.9883308802274294,True,0.9972085245038466,0.9999968286157914
D59_MLP_seed1,59,y,40,519.4359835847351,2,8,0.9907647401128661,True,0.9989168984164731,0.9999912098449305
D59_MLP_seed1,59,y,41,679.2168072685308,2,19,0.9942533958635259,True,0.9989924607019118,0.9999925992498506
D59_MLP_seed1,59,y,42,461.0153215620848,2,19,0.993642595555277,True,0.9981883140077474,0.9999936307172483
D59_MLP_seed1,59,y,43,561.2794238098212,2,15,0.9904726286568577,True,0.9985055457006015,0.999999022562781
D59_MLP_seed1,59,y,44,627.8726966186571,2,8,0.9934338724261942,True,0.9983612000768307,0.9999922664542232
D59_MLP_seed1,59,y,45,407.48724653196905,2,20,0.9868152797694081,True,0.9988742547611051,0.9999974687132976
